Date,Close,Open,High,Low,Volume,,,,,,,,,,,,
12/1/22,101.28,101.4,102.59,100.67,21771536,,,,,,,,,,,,
12/2/22,100.83,99.37,101.15,99.17,18821527,,,,,,,,,,,,
12/5/22,99.87,99.82,101.75,99.36,19955546,,,,,,,,,,,,
12/6/22,97.31,99.67,100.21,96.76,20877623,,,,,,,,,,,,
12/7/22,95.15,96.77,97.31,95.03,26647877,,,,,,,,,,,,
12/8/22,93.95,95.69,95.87,93.8,25593232,,,,,,,,,,,,
12/9/22,93.07,93.9,94.49,93.02,21885308,,,,,,,,,,,,
12/12/22,93.56,93.09,93.87,91.9,27380948,,,,,,,,,,,,
12/13/22,95.85,98.07,99.8,95.38,34788522,,,,,,,,,,,,
12/14/22,95.31,95.54,97.22,93.94,26452939,,,,,,,,,,,,
12/15/22,91.2,93.54,94.03,90.43,28298756,,,,,,,,,,,,
12/16/22,90.86,91.2,91.75,90.01,48485507,,,,,,,,,,,,
12/19/22,89.15,90.88,91.2,88.93,23020537,,,,,,,,,,,,
12/20/22,89.63,88.73,89.78,88.04,21976846,,,,,,,,,,,,
12/21/22,90.25,89.73,90.92,88.91,20336387,,,,,,,,,,,,
12/22/22,88.26,88.93,89.18,86.94,23656066,,,,,,,,,,,,
12/23/22,89.81,87.62,90.1,87.62,17815010,,,,,,,,,,,,
12/27/22,87.93,89.31,89.5,87.54,15470870,,,,,,,,,,,,
12/28/22,86.46,87.5,88.52,86.37,17879567,,,,,,,,,,,,
12/29/22,88.95,87.03,89.37,86.99,18280660,,,,,,,,,,,,
12/30/22,88.73,87.37,88.83,87.03,19190296,,,,,,,,,,,,
1/3/23,89.7,89.83,91.55,89.02,20738457,,,,,,,,,,,,
1/4/23,88.71,91.01,91.24,87.8,27046483,,,,,,,,,,,,
1/5/23,86.77,88.07,88.21,86.56,23136084,,,,,,,,,,,,
1/6/23,88.16,87.36,88.47,85.57,26612628,,,,,,,,,,,,
1/9/23,88.8,89.2,90.83,88.58,22996681,,,,,,,,,,,,
1/10/23,89.24,86.72,89.48,86.7,22855590,,,,,,,,,,,,
1/11/23,92.26,90.06,92.45,89.74,25998844,,,,,,,,,,,,
1/12/23,91.91,92.4,92.62,90.57,22754216,,,,,,,,,,,,
1/13/23,92.8,91.53,92.98,90.93,18630709,,,,,,,,,,,,
1/17/23,92.16,92.78,92.97,90.84,22935823,,,,,,,,,,,,
1/18/23,91.78,92.94,93.59,91.4,19641622,,,,,,,,,,,,
1/19/23,93.91,91.39,94.4,91.38,28707653,,,,,,,,,,,,
1/20/23,99.28,95.95,99.42,95.91,53704763,,,,,,,,,,,,
1/23/23,101.21,99.13,101.4,98.75,31791782,,,,,,,,,,,,
1/24/23,99.21,99.55,101.09,98.7,27391372,,,,,,,,,,,,
1/25/23,96.73,97.2,97.72,95.26,31000850,,,,,,,,,,,,
1/26/23,99.16,98.28,99.21,96.82,24542060,,,,,,,,,,,,
1/27/23,100.71,99.05,101.58,98.97,29020354,,,,,,,,,,,,
1/30/23,97.95,98.75,99.41,97.52,24365142,,,,,,,,,,,,
1/31/23,99.87,97.86,99.91,97.79,22306778,,,,,,,,,,,,
2/1/23,101.43,99.74,102.19,98.42,26392568,,,,,,,,,,,,
2/2/23,108.8,106.79,108.82,106.54,46622627,,,,,,,,,,,,
2/3/23,105.22,103.51,108.02,103.3,36823421,,,,,,,,,,,,
2/6/23,103.47,102.69,104.7,102.21,25573046,,,,,,,,,,,,
2/7/23,108.04,103.63,108.67,103.55,33738828,,,,,,,,,,,,
2/8/23,100,102.69,103.58,98.46,73546029,,,,,,,,,,,,
2/9/23,95.46,100.54,100.61,93.86,97798573,,,,,,,,,,,,
2/10/23,94.86,95.74,97.02,94.53,49325275,,,,,,,,,,,,
2/13/23,95,95.01,95.35,94.05,43116559,,,,,,,,,,,,
2/14/23,94.95,94.66,95.18,92.65,42513079,,,,,,,,,,,,
2/15/23,97.1,94.74,97.34,94.36,37029885,,,,,,,,,,,,
2/16/23,95.78,95.54,97.88,94.97,35642106,,,,,,,,,,,,
2/17/23,94.59,95.07,95.75,93.45,31095067,,,,,,,,,,,,
2/21/23,92.05,93.24,93.41,92,28367198,,,,,,,,,,,,
2/22/23,91.8,91.93,92.36,90.87,29891135,,,,,,,,,,,,
2/23/23,91.07,92.13,92.13,90.01,32423720,,,,,,,,,,,,
2/24/23,89.35,89.63,90.13,88.86,31295619,,,,,,,,,,,,
2/27/23,90.1,90.09,90.45,89.61,22724262,,,,,,,,,,,,
2/28/23,90.3,89.54,91.45,89.52,30546912,,,,,,,,,,,,
3/1/23,90.51,90.16,91.2,89.85,26323876,,,,,,,,,,,,
3/2/23,92.31,89.86,92.48,89.77,23344562,,,,,,,,,,,,
3/3/23,94.02,92.74,94.11,92.66,30242538,,,,,,,,,,,,
3/6/23,95.58,94.36,96.3,94.3,28288206,,,,,,,,,,,,
3/7/23,94.17,95.42,96.09,93.84,24101536,,,,,,,,,,,,
3/8/23,94.65,94.41,96.24,94.41,25395200,,,,,,,,,,,,
3/9/23,92.66,94.49,95.92,92.36,24438890,,,,,,,,,,,,
3/10/23,91.01,92.5,93.18,90.8,32850092,,,,,,,,,,,,
3/13/23,91.66,90.57,93.08,89.94,31508570,,,,,,,,,,,,
3/14/23,94.25,93.07,94.83,92.78,32303881,,,,,,,,,,,,
3/15/23,96.55,93.54,97.25,93.04,38367334,,,,,,,,,,,,
3/16/23,101.07,96.57,101.97,95.87,54588200,,,,,,,,,,,,
3/17/23,102.46,100.84,103.49,100.75,76140310,,,,,,,,,,,,
3/20/23,101.93,101.06,102.58,100.79,26033916,,,,,,,,,,,,
3/21/23,105.84,101.98,105.96,101.86,33122800,,,,,,,,,,,,
3/22/23,104.22,105.14,107.51,104.21,32336877,,,,,,,,,,,,
3/23/23,106.26,105.89,107.1,105.41,31385817,,,,,,,,,,,,
3/24/23,106.06,105.74,106.16,104.74,25245010,,,,,,,,,,,,
3/27/23,103.06,105.32,105.4,102.63,25393417,,,,,,,,,,,,
3/28/23,101.36,103,103,100.28,24913480,,,,,,,,,,,,
3/29/23,101.9,102.72,102.82,101.03,26148300,,,,,,,,,,,,
3/30/23,101.32,101.44,101.61,100.29,25009829,,,,,,,,,,,,
3/31/23,104,101.71,104.19,101.44,28107953,,,,,,,,,,,,
4/3/23,104.91,102.67,104.95,102.38,20719861,,,,,,,,,,,,
4/4/23,105.12,104.84,106.1,104.6,20377231,,,,,,,,,,,,
4/5/23,104.95,106.12,106.54,104.1,21864200,,,,,,,,,,,,
4/6/23,108.9,105.77,109.63,104.82,34684150,,,,,,,,,,,,
4/10/23,106.95,107.39,107.97,105.6,19741517,,,,,,,,,,,,
4/11/23,106.12,106.92,107.22,105.28,18721278,,,,,,,,,,,,
4/12/23,105.22,107.39,107.59,104.97,22761569,,,,,,,,,,,,
4/13/23,108.19,106.47,108.27,106.44,21650747,,,,,,,,,,,,
4/14/23,109.46,107.69,109.58,107.59,20758686,,,,,,,,,,,,
4/17/23,106.42,105.43,106.71,105.32,29043443,,,,,,,,,,,,
4/18/23,105.12,107,107.05,104.78,17641369,,,,,,,,,,,,
4/19/23,105.02,104.22,105.73,103.8,16732016,,,,,,,,,,,,
4/20/23,105.9,104.65,106.89,104.64,22515331,,,,,,,,,,,,
4/21/23,105.91,106.09,106.64,105.49,22379018,,,,,,,,,,,,
4/24/23,106.78,106.05,107.32,105.36,21410908,,,,,,,,,,,,
4/25/23,104.61,106.61,107.44,104.56,31408119,,,,,,,,,,,,
4/26/23,104.45,105.56,107.02,103.27,37068168,,,,,,,,,,,,
4/27/23,108.37,105.23,109.15,104.42,38235220,,,,,,,,,,,,
4/28/23,108.22,107.8,108.29,106.04,23957872,,,,,,,,,,,,
5/1/23,107.71,107.72,108.68,107.5,20926259,,,,,,,,,,,,
5/2/23,105.98,107.66,107.73,104.5,20343116,,,,,,,,,,,,
5/3/23,106.12,106.22,108.13,105.62,17116333,,,,,,,,,,,,
5/4/23,105.21,106.16,106.3,104.7,19780637,,,,,,,,,,,,
5/5/23,106.22,105.32,106.44,104.74,20710627,,,,,,,,,,,,
5/8/23,108.24,105.8,108.42,105.79,17266021,,,,,,,,,,,,
5/9/23,107.94,108.78,110.6,107.73,24782442,,,,,,,,,,,,
5/10/23,112.28,108.55,113.51,108.48,47533463,,,,,,,,,,,,
5/11/23,116.9,115.86,118.44,114.93,57115075,,,,,,,,,,,,
5/12/23,117.92,117,118.26,116.55,31293778,,,,,,,,,,,,
5/15/23,116.96,116.49,118.8,116.48,22107865,,,,,,,,,,,,
5/16/23,120.09,116.83,121.2,116.83,32370113,,,,,,,,,,,,
5/17/23,121.48,120.18,122.28,119.46,26659564,,,,,,,,,,,,
5/18/23,123.52,121.56,123.9,121.49,27014468,,,,,,,,,,,,
5/19/23,123.25,124.2,126.48,122.72,30268864,,,,,,,,,,,,
5/22/23,125.87,123.51,127.05,123.45,29760236,,,,,,,,,,,,
5/23/23,123.29,124.93,125.42,123.05,24477945,,,,,,,,,,,,
5/24/23,121.64,121.88,122.75,120.75,23087925,,,,,,,,,,,,
5/25/23,124.35,125.21,125.98,122.9,33812730,,,,,,,,,,,,
5/26/23,125.43,124.07,126,123.29,25169036,,,,,,,,,,,,
5/30/23,124.64,126.29,126.38,122.89,27230726,,,,,,,,,,,,
5/31/23,123.37,123.7,124.9,123.1,41548759,,,,,,,,,,,,
6/1/23,124.37,123.5,125.04,123.3,25017674,,,,,,,,,,,,
6/2/23,125.23,124.49,126.75,124.35,19367453,,,,,,,,,,,,
6/5/23,126.63,124.61,127.99,124.38,22672516,,,,,,,,,,,,
6/6/23,127.91,126.6,128.88,125.97,19450128,,,,,,,,,,,,
6/7/23,122.94,127.58,129.55,122.63,34179348,,,,,,,,,,,,
6/8/23,122.67,122.59,123.73,122.01,24814996,,,,,,,,,,,,
6/9/23,122.87,122.56,124.29,122.42,20313676,,,,,,,,,,,,
6/12/23,124.35,123.4,124.75,122.35,22289632,,,,,,,,,,,,
6/13/23,124.43,125.65,125.86,123.85,19287650,,,,,,,,,,,,
6/14/23,124.38,123.8,124.79,122.16,24659620,,,,,,,,,,,,
6/15/23,125.79,123.88,126.16,123.14,24517071,,,,,,,,,,,,
6/16/23,124.06,126.7,126.7,123.79,56699200,,,,,,,,,,,,
6/20/23,123.85,123.54,125.18,122.83,22698028,,,,,,,,,,,,
6/21/23,121.26,123.24,123.41,120.86,22612002,,,,,,,,,,,,
6/22/23,123.87,120.66,123.94,119.6,20781888,,,,,,,,,,,,
6/23/23,123.02,122.04,123.44,121.86,29573123,,,,,,,,,,,,
6/26/23,119.09,121.47,122.72,118.99,23184961,,,,,,,,,,,,
6/27/23,119.01,117.84,119.9,116.91,27221714,,,,,,,,,,,,
6/28/23,121.08,117.96,121.27,117.6,19753145,,,,,,,,,,,,
6/29/23,120.01,120.09,120.91,119.21,18517458,,,,,,,,,,,,
6/30/23,120.97,121.1,122.03,120.88,23871764,,,,,,,,,,,,
7/3/23,120.56,120.32,121.02,119.71,13888262,,,,,,,,,,,,
7/5/23,122.63,120.06,123.37,120.06,17830347,,,,,,,,,,,,
7/6/23,120.93,120.64,121.15,119.25,17750181,,,,,,,,,,,,
7/7/23,120.14,120.89,121.75,120.09,20997665,,,,,,,,,,,,
7/10/23,116.87,119.07,119.07,116.64,32960078,,,,,,,,,,,,
7/11/23,117.71,116.76,118.23,115.83,18286571,,,,,,,,,,,,
7/12/23,119.62,119.3,120.96,119,22059611,,,,,,,,,,,,
7/13/23,124.83,121.54,125.34,121.06,31535853,,,,,,,,,,,,
7/14/23,125.7,125.13,127.09,124.9,20499780,,,,,,,,,,,,
7/17/23,125.06,126.06,127.28,124.5,20675297,,,,,,,,,,,,
7/18/23,124.08,124.91,124.99,123.3,21071248,,,,,,,,,,,,
7/19/23,122.78,124.79,125.47,122.47,22313803,,,,,,,,,,,,
7/20/23,119.53,122.12,124.7,118.69,27541711,,,,,,,,,,,,
7/21/23,120.31,120.87,121.3,119.07,56514645,,,,,,,,,,,,
7/24/23,121.88,121.93,123.35,121.38,22312220,,,,,,,,,,,,
7/25/23,122.79,121.88,123.69,121.53,31820846,,,,,,,,,,,,
7/26/23,129.66,130.36,131.37,128.71,46216895,,,,,,,,,,,,
7/27/23,129.87,131.8,133.6,129.18,35931612,,,,,,,,,,,,
7/28/23,133.01,130.97,134.07,130.92,26971011,,,,,,,,,,,,
7/31/23,133.11,133.01,133.83,132.13,18381891,,,,,,,,,,,,
8/1/23,131.89,130.86,132.92,130.75,22219012,,,,,,,,,,,,
8/2/23,128.64,129.84,130.42,127.85,22705778,,,,,,,,,,,,
8/3/23,128.77,128.37,129.77,127.78,15086132,,,,,,,,,,,,
8/4/23,128.54,129.6,131.93,128.32,20521852,,,,,,,,,,,,
8/7/23,131.94,129.51,132.06,129.43,17621041,,,,,,,,,,,,
8/8/23,131.84,130.98,131.94,130.13,16835952,,,,,,,,,,,,
8/9/23,130.15,132.19,132.47,129.51,17745218,,,,,,,,,,,,
8/10/23,130.21,131.97,132.65,130.04,17855681,,,,,,,,,,,,
8/11/23,130.17,129.2,130.44,128.75,15205465,,,,,,,,,,,,
8/14/23,131.83,129.85,131.91,129.59,17526195,,,,,,,,,,,,
8/15/23,130.27,131.59,131.99,129.82,14769173,,,,,,,,,,,,
8/16/23,129.11,129.28,130.9,128.46,17548355,,,,,,,,,,,,
8/17/23,130.46,130.45,132.49,129.85,23665562,,,,,,,,,,,,
8/18/23,128.11,129.06,129.83,127,23627202,,,,,,,,,,,,
8/21/23,128.93,127.85,129.26,127.16,21851070,,,,,,,,,,,,
8/22/23,129.69,129.13,130.95,128.93,15569373,,,,,,,,,,,,
8/23/23,133.21,130.85,134.07,130.51,26497027,,,,,,,,,,,,
8/24/23,130.42,134.73,134.97,130.3,18680381,,,,,,,,,,,,
8/25/23,130.69,130.14,131.4,128.04,20678096,,,,,,,,,,,,
8/28/23,131.79,132.08,133.24,130.85,16715467,,,,,,,,,,,,
8/29/23,135.49,133,137.3,132.98,30803265,,,,,,,,,,,,
8/30/23,136.93,135.57,137.25,135.02,21773356,,,,,,,,,,,,
8/31/23,137.35,137.05,138.4,136.82,28147850,,,,,,,,,,,,
9/1/23,136.8,138.43,138.58,135.94,16671647,,,,,,,,,,,,
9/5/23,136.71,136.44,137.37,135.56,17730218,,,,,,,,,,,,
9/6/23,135.37,137.02,137.48,134.69,15814327,,,,,,,,,,,,
9/7/23,136.2,134.6,136.58,133.96,16975956,,,,,,,,,,,,
9/8/23,137.2,135.87,137.52,135.87,17820005,,,,,,,,,,,,
9/11/23,137.74,137.38,138.26,136.55,17180755,,,,,,,,,,,,
9/12/23,136.07,137.13,137.64,135.93,15212934,,,,,,,,,,,,
9/13/23,137.5,135.9,137.7,134.93,16394915,,,,,,,,,,,,
9/14/23,138.99,138.39,139.55,137.06,19064607,,,,,,,,,,,,
9/15/23,138.3,138.8,139.36,137.18,48958837,,,,,,,,,,,,
9/18/23,138.96,137.63,139.93,137.63,16233590,,,,,,,,,,,,
9/19/23,138.83,138.25,139.18,137.5,15484644,,,,,,,,,,,,
9/20/23,134.59,138.83,138.84,134.52,21473533,,,,,,,,,,,,
9/21/23,131.36,132.39,133.19,131.09,22058375,,,,,,,,,,,,
9/22/23,131.25,131.68,133.01,130.51,17355284,,,,,,,,,,,,
9/25/23,132.17,130.77,132.22,130.03,14650032,,,,,,,,,,,,
9/26/23,129.45,130.91,131.41,128.19,20378789,,,,,,,,,,,,
9/27/23,131.46,129.44,131.72,129.38,18764201,,,,,,,,,,,,
9/28/23,133.13,130.69,134.18,130.69,18201389,,,,,,,,,,,,
9/29/23,131.85,134.08,134.89,131.32,23237336,,,,,,,,,,,,
10/2/23,135.17,132.16,135.36,132.07,19210394,,,,,,,,,,,,
10/3/23,133.3,134.93,135.24,132.82,19628736,,,,,,,,,,,,
10/4/23,136.27,133.66,136.57,133.43,22847987,,,,,,,,,,,,
10/5/23,135.99,136.13,136.5,134.46,15922944,,,,,,,,,,,,
10/6/23,138.73,134.94,139.19,134.94,20826683,,,,,,,,,,,,
10/9/23,139.5,137.99,139.97,136.7,16599099,,,,,,,,,,,,
10/10/23,139.2,139.51,140.74,138.43,19554916,,,,,,,,,,,,
10/11/23,141.7,139.85,142.22,139.84,20146341,,,,,,,,,,,,
10/12/23,140.29,142.16,142.38,139.45,18173107,,,,,,,,,,,,
10/13/23,138.58,140.65,141.34,137.97,19447565,,,,,,,,,,,,
10/16/23,140.49,139.73,140.91,139.32,17345556,,,,,,,,,,,,
10/17/23,140.99,140.03,141.25,138.53,17424024,,,,,,,,,,,,
10/18/23,139.28,140.75,141.99,138.71,18304869,,,,,,,,,,,,
10/19/23,138.98,139.8,141.01,138.6,21831181,,,,,,,,,,,,
10/20/23,136.74,138.59,139.04,136.25,24970263,,,,,,,,,,,,
10/23/23,137.9,136.23,139.02,135.11,20780665,,,,,,,,,,,,
10/24/23,140.12,139.16,140.71,138.75,26535198,,,,,,,,,,,,
10/25/23,126.67,129.77,130.1,126.09,58796067,,,,,,,,,,,,
10/26/23,123.44,124.47,125.46,122.32,33907363,,,,,,,,,,,,
10/27/23,123.4,124.03,124.44,121.46,37367673,,,,,,,,,,,,
10/30/23,125.75,124.46,126.55,123.88,24165631,,,,,,,,,,,,
10/31/23,125.3,126.27,126.56,123.93,21123418,,,,,,,,,,,,
11/1/23,127.57,125.34,127.74,124.93,26536604,,,,,,,,,,,,
11/2/23,128.58,129.56,130.09,128.11,24091672,,,,,,,,,,,,
11/3/23,130.37,129.09,130.73,129.01,19529448,,,,,,,,,,,,
11/6/23,131.45,130.22,131.56,129.93,15360362,,,,,,,,,,,,
11/7/23,132.4,131.98,133.28,131.14,19223786,,,,,,,,,,,,
11/8/23,133.26,132.36,133.54,132.16,15093598,,,,,,,,,,,,
11/9/23,131.69,133.36,133.96,131.51,17976533,,,,,,,,,,,,
11/10/23,134.06,131.53,134.27,130.87,20879838,,,,,,,,,,,,
11/13/23,133.64,133.36,134.11,132.77,16409856,,,,,,,,,,,,
11/14/23,135.43,135.65,137.24,135.1,22317345,,,,,,,,,,,,
11/15/23,136.38,136.64,136.84,135.33,15840883,,,,,,,,,,,,
11/16/23,138.7,136.96,138.88,136.08,17615068,,,,,,,,,,,,
11/17/23,136.94,137.82,138,135.48,25590191,,,,,,,,,,,,
11/20/23,137.92,135.5,138.43,135.49,19589006,,,,,,,,,,,,
11/21/23,138.62,137.94,138.97,137.71,17648067,,,,,,,,,,,,
11/22/23,140.02,139.1,141.1,139,17310209,,,,,,,,,,,,
11/24/23,138.22,139.54,139.68,137.47,8828640,,,,,,,,,,,,
11/27/23,138.05,137.57,139.63,137.54,17886389,,,,,,,,,,,,
11/28/23,138.62,137.63,138.66,137.04,17046868,,,,,,,,,,,,
11/29/23,136.4,138.99,139.67,136.3,21014715,,,,,,,,,,,,
11/30/23,133.92,136.4,136.96,132.79,29913531,,,,,,,,,,,,
12/1/23,133.32,133.32,133.5,132.15,24267987,,,,,,,,,,,,
12/4/23,130.63,131.29,131.45,129.4,24117083,,,,,,,,,,,,
12/5/23,132.39,130.37,133.54,129.73,19235145,,,,,,,,,,,,
12/6/23,131.43,132.9,133.31,131.31,16360648,,,,,,,,,,,,
12/7/23,138.45,136.6,140,136.23,38419426,,,,,,,,,,,,
12/8/23,136.64,135.66,137.99,135.57,23016139,,,,,,,,,,,,
12/11/23,134.7,133.82,134.79,132.89,24502860,,,,,,,,,,,,
12/12/23,133.64,133.27,134.54,132.83,26583981,,,,,,,,,,,,
12/13/23,133.97,134.55,134.78,132.95,25414461,,,,,,,,,,,,
12/14/23,133.2,134.77,135.04,131.06,29619098,,,,,,,,,,,,
12/15/23,133.84,132.92,134.83,132.63,58594004,,,,,,,,,,,,
12/18/23,137.19,133.86,138.38,133.77,25699767,,,,,,,,,,,,
12/19/23,138.1,138,138.77,137.45,20661000,,,,,,,,,,,,
12/20/23,139.66,140.33,143.08,139.41,33507342,,,,,,,,,,,,
12/21/23,141.8,140.77,142.03,140.47,18101476,,,,,,,,,,,,
12/22/23,142.72,142.13,143.25,142.06,18513524,,,,,,,,,,,,
12/26/23,142.82,142.98,143.95,142.5,11170066,,,,,,,,,,,,
12/27/23,141.44,142.83,143.32,141.05,17288358,,,,,,,,,,,,
12/28/23,141.28,141.85,142.27,140.83,12192549,,,,,,,,,,,,
12/29/23,140.93,140.68,141.44,139.9,14880961,,,,,,,,,,,,
1/2/24,139.56,139.6,140.61,137.74,20071885,,,,,,,,,,,,
1/3/24,140.36,138.6,141.09,138.43,18974308,,,,,,,,,,,,
1/4/24,138.04,139.85,140.64,138.01,18253331,,,,,,,,,,,,
1/5/24,137.39,138.35,138.81,136.85,15439475,,,,,,,,,,,,
1/8/24,140.53,138,140.64,137.88,17645293,,,,,,,,,,,,
1/9/24,142.56,140.06,142.8,139.79,19579667,,,,,,,,,,,,
1/10/24,143.8,142.52,144.53,142.46,16641881,,,,,,,,,,,,
1/11/24,143.67,144.9,146.66,142.22,17471130,,,,,,,,,,,,
1/12/24,144.24,144.34,144.74,143.36,13998729,,,,,,,,,,,,
1/16/24,144.08,143.43,145.84,143.06,19198939,,,,,,,,,,,,
1/17/24,142.89,142.91,143.41,140.51,17884548,,,,,,,,,,,,
1/18/24,144.99,143.44,145.59,143.35,18876800,,,,,,,,,,,,
1/19/24,147.97,146.31,148.04,145.8,27181032,,,,,,,,,,,,
1/22/24,147.71,148.71,150.02,147.58,21829232,,,,,,,,,,,,
1/23/24,148.68,147.72,148.86,147.19,14113649,,,,,,,,,,,,
1/24/24,150.35,150.29,151.57,149.84,19245031,,,,,,,,,,,,
1/25/24,153.64,151.74,154.76,151.22,21495120,,,,,,,,,,,,
1/26/24,153.79,152.87,154.11,152.8,19494488,,,,,,,,,,,,
1/29/24,154.84,153.64,155.2,152.92,20909258,,,,,,,,,,,,
1/30/24,153.05,154.01,155.04,152.78,26578934,,,,,,,,,,,,
1/31/24,141.8,145.39,145.59,141.55,43908584,,,,,,,,,,,,
2/1/24,142.71,143.69,144.62,142.26,25526855,,,,,,,,,,,,
2/2/24,143.54,140.89,143.88,138.17,42136127,,,,,,,,,,,,
2/5/24,144.93,144.04,146.67,143.91,29254444,,,,,,,,,,,,
2/6/24,145.41,145.96,146.74,144.52,21517655,,,,,,,,,,,,
2/7/24,146.68,146.12,147,145.21,21436126,,,,,,,,,,,,
2/8/24,147.22,146.97,147.61,146.42,18241319,,,,,,,,,,,,
2/9/24,150.22,147.95,150.7,147.43,21877693,,,,,,,,,,,,
2/12/24,148.73,149.54,150.59,148.56,17236108,,,,,,,,,,,,
2/13/24,146.37,146.07,148.04,145.11,18138482,,,,,,,,,,,,
2/14/24,147.14,147.37,147.83,145.56,16651824,,,,,,,,,,,,
2/15/24,143.94,144.46,144.76,141.88,26724305,,,,,,,,,,,,
2/16/24,141.76,144.21,144.48,141.52,21865118,,,,,,,,,,,,
2/20/24,142.2,140.94,143.33,140.8,18625589,,,,,,,,,,,,
2/21/24,143.84,142.64,143.98,141.91,16499584,,,,,,,,,,,,
2/22/24,145.32,146.12,146.2,144.01,23024707,,,,,,,,,,,,
2/23/24,145.29,144.97,145.96,144.79,14519434,,,,,,,,,,,,
2/26/24,138.75,143.45,143.84,138.74,33513011,,,,,,,,,,,,
2/27/24,140.1,139.41,140.49,138.5,22363981,,,,,,,,,,,,
2/28/24,137.43,139.1,139.28,136.64,30628702,,,,,,,,,,,,
2/29/24,139.78,138.35,139.95,137.57,35485006,,,,,,,,,,,,
3/1/24,138.08,139.61,140,137.98,28551525,,,,,,,,,,,,
3/4/24,134.2,136.54,136.63,132.86,43571510,,,,,,,,,,,,
3/5/24,133.78,132.74,134.02,131.55,28447550,,,,,,,,,,,,
3/6/24,132.56,134.24,134.74,131.95,23175200,,,,,,,,,,,,
3/7/24,135.24,133.89,135.82,132.66,24107282,,,,,,,,,,,,
3/8/24,136.29,135.04,138.99,134.8,26495160,,,,,,,,,,,,
3/11/24,138.94,137.07,139.98,137.07,22536365,,,,,,,,,,,,
3/12/24,139.62,138.25,140.28,138.21,19019696,,,,,,,,,,,,
3/13/24,140.77,140.06,142.19,140.01,19636999,,,,,,,,,,,,
3/14/24,144.34,142.3,144.73,141.49,36117913,,,,,,,,,,,,
3/15/24,142.17,143.41,144.34,141.13,41039494,,,,,,,,,,,,
3/18/24,148.48,149.37,152.93,148.14,47676689,,,,,,,,,,,,
3/19/24,147.92,148.98,149.62,147.01,17748367,,,,,,,,,,,,
3/20/24,149.68,148.79,149.76,147.67,17729996,,,,,,,,,,,,
3/21/24,148.74,150.32,151.31,148.01,19843915,,,,,,,,,,,,
3/22/24,151.77,150.24,152.56,150.09,19252925,,,,,,,,,,,,
3/25/24,151.15,150.95,151.46,148.8,15114728,,,,,,,,,,,,
3/26/24,151.7,151.24,153.2,151.03,19312694,,,,,,,,,,,,
3/27/24,151.94,152.15,152.69,150.13,16621964,,,,,,,,,,,,
3/28/24,152.26,152,152.67,151.33,21105628,,,,,,,,,,,,
4/1/24,156.5,151.83,157,151.65,24469815,,,,,,,,,,,,
4/2/24,155.87,154.75,155.99,153.46,17598064,,,,,,,,,,,,
4/3/24,156.37,154.92,156.55,154.13,17266175,,,,,,,,,,,,
4/4/24,151.94,155.08,156.18,151.88,24184842,,,,,,,,,,,,
4/5/24,153.94,151.68,154.84,151.08,16297319,,,,,,,,,,,,
4/8/24,156.14,154.02,156.66,153.99,16641530,,,,,,,,,,,,
4/9/24,158.14,157.35,159.89,156.64,21538140,,,,,,,,,,,,
4/10/24,157.66,157.88,158.16,156.2,16339174,,,,,,,,,,,,
4/11/24,160.79,158.34,161.12,157.93,17841703,,,,,,,,,,,,
4/12/24,159.19,159.41,161.7,158.6,16989765,,,,,,,,,,,,
4/15/24,156.33,160.28,160.83,156.15,21140948,,,,,,,,,,,,
4/16/24,156,155.64,157.23,155.05,15413201,,,,,,,,,,,,
4/17/24,156.88,157.19,158.68,156.14,16237752,,,,,,,,,,,,
4/18/24,157.46,156.93,158.49,156.21,14016065,,,,,,,,,,,,
4/19/24,155.72,157.75,157.99,153.91,21479881,,,,,,,,,,,,
4/22/24,157.95,156.01,159.19,155.66,17243870,,,,,,,,,,,,
4/23/24,159.92,158.59,160.48,157.97,16115408,,,,,,,,,,,,
4/24/24,161.1,159.09,161.39,158.82,19485694,,,,,,,,,,,,
4/25/24,157.95,153.36,158.28,152.77,36197789,,,,,,,,,,,,
4/26/24,173.69,175.99,176.42,171.4,56500787,,,,,,,,,,,,
4/29/24,167.9,170.77,171.38,167.06,35914561,,,,,,,,,,,,
4/30/24,164.64,167.38,169.87,164.5,29420755,,,,,,,,,,,,
5/1/24,165.57,166.18,168.81,164.9,25223245,,,,,,,,,,,,
5/2/24,168.46,166.67,168.53,165.69,17041119,,,,,,,,,,,,
5/3/24,168.99,169.54,169.85,164.98,22767056,,,,,,,,,,,,
5/6/24,169.83,169.22,169.9,167.89,15147906,,,,,,,,,,,,
5/7/24,172.98,170.12,173.47,170,21102434,,,,,,,,,,,,
5/8/24,171.16,170.75,171.91,170.52,14569858,,,,,,,,,,,,
5/9/24,171.58,171.15,172.44,169.93,11937704,,,,,,,,,,,,
5/10/24,170.29,169.69,171.34,167.91,18740458,,,,,,,,,,,,
5/13/24,170.9,165.85,170.95,165.76,19648585,,,,,,,,,,,,
5/14/24,171.93,171.59,172.78,170.42,18729463,,,,,,,,,,,,
5/15/24,173.88,172.3,174.05,172.03,20958245,,,,,,,,,,,,
5/16/24,175.43,174.6,176.34,174.05,17247311,,,,,,,,,,,,
5/17/24,177.29,175.55,177.5,174.98,16546353,,,,,,,,,,,,
5/20/24,178.46,177.31,179.95,177.23,17495122,,,,,,,,,,,,
