Date,Close,Open,High,Low,Volume,,,,,,,,,,,,
6/14/21,126.35,125.67,126.41,125.05,1126001,,,,,,,,,,,,
6/15/21,126.03,126.52,126.86,125.65,1109130,,,,,,,,,,,,
6/16/21,125.7,126.25,126.52,124.15,1315838,,,,,,,,,,,,
6/17/21,126.37,125.52,127.2,125.52,1287791,,,,,,,,,,,,
6/18/21,125.57,125.71,126.39,124.6,2665310,,,,,,,,,,,,
6/21/21,126.46,125.74,127.04,125.13,1312826,,,,,,,,,,,,
6/22/21,127,126.45,127.27,126.03,1049310,,,,,,,,,,,,
6/23/21,126.46,126.55,127.8,126.25,984658,,,,,,,,,,,,
6/24/21,127.28,127.05,127.54,126.96,946662,,,,,,,,,,,,
6/25/21,127,126.96,127.51,126.44,1674297,,,,,,,,,,,,
6/28/21,126.82,127,127.34,125.97,1405543,,,,,,,,,,,,
6/29/21,126.02,126.77,127,125.44,1047478,,,,,,,,,,,,
6/30/21,125.32,125.65,125.8,124.76,1200478,,,,,,,,,,,,
7/1/21,126.37,124.85,126.46,124.85,856230,,,,,,,,,,,,
7/2/21,128.72,126.84,128.85,126.77,1058256,,,,,,,,,,,,
7/6/21,129.77,129.45,129.88,128.41,1067517,,,,,,,,,,,,
7/7/21,130.08,130.34,130.64,129.76,834186,,,,,,,,,,,,
7/8/21,129.18,128.25,130.03,128.04,988975,,,,,,,,,,,,
7/9/21,129.57,128.94,129.85,128.94,755466,,,,,,,,,,,,
7/12/21,130.56,129.83,130.77,129.6,847546,,,,,,,,,,,,
7/13/21,130.99,130.88,132.04,130.64,830898,,,,,,,,,,,,
7/14/21,132.08,131.9,133,131.9,895927,,,,,,,,,,,,
7/15/21,131.27,132.5,132.6,130.6,829316,,,,,,,,,,,,
7/16/21,131.85,131.64,132.18,130.82,743059,,,,,,,,,,,,
7/19/21,129.25,131.16,131.25,128.54,1285466,,,,,,,,,,,,
7/20/21,131.1,130,132,129.19,954156,,,,,,,,,,,,
7/21/21,132.6,130.79,132.62,130.6,737082,,,,,,,,,,,,
7/22/21,133.33,132.65,133.5,132.4,680407,,,,,,,,,,,,
7/23/21,137.82,135.26,138.81,134.7,1318887,,,,,,,,,,,,
7/26/21,139.64,138.25,139.71,137.65,1152623,,,,,,,,,,,,
7/27/21,136.8,140.01,140.01,135.1,2108153,,,,,,,,,,,,
7/28/21,136.38,138.56,139.68,136.35,2734417,,,,,,,,,,,,
7/29/21,136.54,136.38,137.15,136.14,964167,,,,,,,,,,,,
7/30/21,135.22,135.51,135.77,134.81,1197725,,,,,,,,,,,,
8/2/21,135.99,135.48,136.02,134.67,1007002,,,,,,,,,,,,
8/3/21,136.28,136,136.34,134.18,953200,,,,,,,,,,,,
8/4/21,136.03,136.25,136.54,135.42,826357,,,,,,,,,,,,
8/5/21,136.94,136.03,136.95,135.6,593589,,,,,,,,,,,,
8/6/21,137.04,136.3,137.08,136.05,678251,,,,,,,,,,,,
8/9/21,138,136.95,138.32,136.43,618978,,,,,,,,,,,,
8/10/21,138.1,138.08,138.55,137.23,801954,,,,,,,,,,,,
8/11/21,137.69,138.28,138.85,137.35,760483,,,,,,,,,,,,
8/12/21,138.39,137.71,138.42,136.78,732470,,,,,,,,,,,,
8/13/21,138.41,138.36,138.67,138.01,629029,,,,,,,,,,,,
8/16/21,138.92,138,138.99,136.17,902542,,,,,,,,,,,,
8/17/21,137.3,138.19,138.72,136.79,1063701,,,,,,,,,,,,
8/18/21,136.57,137.12,138.29,136.42,746723,,,,,,,,,,,,
8/19/21,136.91,135.47,137.45,135.36,914796,,,,,,,,,,,,
8/20/21,138.44,137.08,138.61,136.47,778337,,,,,,,,,,,,
8/23/21,141.1,139,142.18,138.75,1054484,,,,,,,,,,,,
8/24/21,142.4,141.54,143.01,141.35,756313,,,,,,,,,,,,
8/25/21,142.95,142.88,143.31,142.44,642153,,,,,,,,,,,,
8/26/21,142.12,142.62,143.13,142.09,746100,,,,,,,,,,,,
8/27/21,144.55,142.11,145.01,142.02,1228412,,,,,,,,,,,,
8/30/21,145.47,144.7,146.49,144.6,845795,,,,,,,,,,,,
8/31/21,145.46,145.88,146.11,145,1337821,,,,,,,,,,,,
9/1/21,145.84,145.65,146.82,145.61,791234,,,,,,,,,,,,
9/2/21,144.22,145.95,146.33,144.11,1092790,,,,,,,,,,,,
9/3/21,144.78,144.15,145.38,143.51,955524,,,,,,,,,,,,
9/7/21,145.52,144.75,145.82,144.54,758630,,,,,,,,,,,,
9/8/21,144.88,145.39,145.55,144.2,774583,,,,,,,,,,,,
9/9/21,144.91,144.88,145.67,144.43,739928,,,,,,,,,,,,
9/10/21,141.92,145.44,146.02,141.74,1644831,,,,,,,,,,,,
9/13/21,143.47,143.2,144.19,142.28,1008781,,,,,,,,,,,,
9/14/21,143.41,144.16,144.73,142.91,945957,,,,,,,,,,,,
9/15/21,145.21,143.76,145.58,142.26,1032671,,,,,,,,,,,,
9/16/21,144.37,145.12,145.2,143.42,1014942,,,,,,,,,,,,
9/17/21,141.46,143.8,144.25,141.06,3001991,,,,,,,,,,,,
9/20/21,139.02,139,139.36,137.05,1745886,,,,,,,,,,,,
9/21/21,139.65,140.12,140.81,138.91,906469,,,,,,,,,,,,
9/22/21,140.94,140.05,141.58,139.47,1103390,,,,,,,,,,,,
9/23/21,141.83,141.61,142.25,141.1,863805,,,,,,,,,,,,
9/24/21,142.63,140.95,142.9,140.85,747467,,,,,,,,,,,,
9/27/21,141.5,141.59,142.5,140.5,942204,,,,,,,,,,,,
9/28/21,136.18,139.09,139.61,135.7,2109483,,,,,,,,,,,,
9/29/21,134.52,137.11,137.4,134.25,1316861,,,,,,,,,,,,
9/30/21,133.27,134.33,135.59,133,1768199,,,,,,,,,,,,
10/1/21,136.46,133.55,137.07,133.38,1419365,,,,,,,,,,,,
10/4/21,133.77,135.7,135.7,131.17,1576495,,,,,,,,,,,,
10/5/21,136.18,134,137.36,134,1206337,,,,,,,,,,,,
10/6/21,137.35,134.63,137.85,134.49,988216,,,,,,,,,,,,
10/7/21,139.19,138.86,140.15,138.56,912523,,,,,,,,,,,,
10/8/21,140.06,139.91,140.32,139.43,946421,,,,,,,,,,,,
10/11/21,138.85,139.8,140.76,138.81,829238,,,,,,,,,,,,
10/12/21,136.71,139.64,139.7,136.25,1126751,,,,,,,,,,,,
10/13/21,137.9,137.75,138.55,136.98,819664,,,,,,,,,,,,
10/14/21,141.41,139.95,141.65,139.34,1071878,,,,,,,,,,,,
10/15/21,141.68,142.2,142.2,141.06,1062668,,,,,,,,,,,,
10/18/21,142.96,141.21,143,141.21,828360,,,,,,,,,,,,
10/19/21,143.82,143.29,144.11,143.1,765792,,,,,,,,,,,,
10/20/21,142.42,144.22,144.25,141.91,896975,,,,,,,,,,,,
10/21/21,142.78,142.19,142.85,141.64,742496,,,,,,,,,,,,
10/22/21,138.63,140.35,141.56,137.17,1509132,,,,,,,,,,,,
10/25/21,138.77,138.81,139.21,136.75,1054085,,,,,,,,,,,,
10/26/21,139.67,140.61,140.84,139.01,1412937,,,,,,,,,,,,
10/27/21,146.43,139.9,149.12,139.9,2592546,,,,,,,,,,,,
10/28/21,146.13,147.3,147.42,144.76,1620903,,,,,,,,,,,,
10/29/21,148.27,145.52,148.61,145.17,1447725,,,,,,,,,,,,
11/1/21,143.77,148.17,148.4,143.58,1613605,,,,,,,,,,,,
11/2/21,145.86,144.81,146.92,144.64,1057529,,,,,,,,,,,,
11/3/21,146.79,146.28,146.91,145.05,894330,,,,,,,,,,,,
11/4/21,148.68,147.2,149.95,146.64,1235040,,,,,,,,,,,,
11/5/21,149.24,149.35,150.57,148.65,1020407,,,,,,,,,,,,
11/8/21,149.35,150,151.03,149.12,919407,,,,,,,,,,,,
11/9/21,149.25,149.75,150.38,147.51,843778,,,,,,,,,,,,
11/10/21,146.63,148.01,148.7,145.33,1135416,,,,,,,,,,,,
11/11/21,146.75,147.11,148.5,146.69,623155,,,,,,,,,,,,
11/12/21,149.65,147.83,149.86,146.45,852383,,,,,,,,,,,,
11/15/21,149.39,150,150.48,148.65,812367,,,,,,,,,,,,
11/16/21,149.08,149.17,149.83,148.35,862743,,,,,,,,,,,,
11/17/21,149.06,149.23,149.63,148.56,764541,,,,,,,,,,,,
11/18/21,150.71,149.15,151.61,149,1334120,,,,,,,,,,,,
11/19/21,149.95,151,151.85,149.89,989148,,,,,,,,,,,,
11/22/21,147.08,150.14,150.74,147.01,1231385,,,,,,,,,,,,
11/23/21,146.76,147.11,147.69,144.89,906657,,,,,,,,,,,,
11/24/21,146.72,146.35,147,145.2,823203,,,,,,,,,,,,
11/26/21,142.81,145.02,145.3,142.49,849606,,,,,,,,,,,,
11/29/21,146.11,144.3,146.86,144.3,1313806,,,,,,,,,,,,
11/30/21,142.45,145.45,146.63,142.07,2079526,,,,,,,,,,,,
12/1/21,141.62,144.21,146.5,141.5,1427289,,,,,,,,,,,,
12/2/21,143.78,141.82,144.68,140.98,1062535,,,,,,,,,,,,
12/3/21,142.52,144.5,145.21,141.15,1334374,,,,,,,,,,,,
12/6/21,143.8,143.57,144.35,140.65,1109885,,,,,,,,,,,,
12/7/21,148.04,145.95,148.3,145.7,1162914,,,,,,,,,,,,
12/8/21,148.72,148.33,149.16,147.2,948197,,,,,,,,,,,,
12/9/21,148.11,148.18,149.61,147.53,929030,,,,,,,,,,,,
12/10/21,148.68,149.1,149.4,147.36,1081923,,,,,,,,,,,,
12/13/21,146.7,148.44,148.56,146.36,1205196,,,,,,,,,,,,
12/14/21,144.97,144.77,145.44,142.24,1238940,,,,,,,,,,,,
12/15/21,147.37,144.37,147.52,142.71,1364048,,,,,,,,,,,,
12/16/21,144.84,148.08,148.55,144.09,1369987,,,,,,,,,,,,
12/17/21,142.8,142.71,144.46,141.79,2170235,,,,,,,,,,,,
12/20/21,142.4,140.68,142.61,140.25,1013176,,,,,,,,,,,,
12/21/21,144.22,143.15,144.69,141.74,977597,,,,,,,,,,,,
12/22/21,146.95,144.1,147.3,143.96,922024,,,,,,,,,,,,
12/23/21,147.14,147.09,148.57,146.95,690934,,,,,,,,,,,,
12/27/21,148.06,147.46,148.43,147.25,662966,,,,,,,,,,,,
12/28/21,146.45,148.37,148.37,145.94,931792,,,,,,,,,,,,
12/29/21,146.5,146.43,147.18,145.5,851236,,,,,,,,,,,,
12/30/21,146,146.45,147.06,145.76,648851,,,,,,,,,,,,
12/31/21,144.68,145.54,146.37,144.68,864885,,,,,,,,,,,,
1/3/22,145.07,144.48,145.55,143.5,1261225,,,,,,,,,,,,
1/4/22,144.42,145.55,146.61,143.82,1146389,,,,,,,,,,,,
1/5/22,137.65,144.18,144.3,137.52,2482076,,,,,,,,,,,,
1/6/22,137.55,137.5,139.69,136.76,1452452,,,,,,,,,,,,
1/7/22,137,137.91,138.25,135.79,970412,,,,,,,,,,,,
1/10/22,138.57,135.1,138.64,133.14,1704784,,,,,,,,,,,,
1/11/22,140.02,138.18,140.33,136.81,1175062,,,,,,,,,,,,
1/12/22,141.65,141.55,142.81,141.11,1182079,,,,,,,,,,,,
1/13/22,139.13,141.84,143.19,138.91,1328254,,,,,,,,,,,,
1/14/22,139.79,137.5,141.2,137.5,1191296,,,,,,,,,,,,
1/18/22,136.29,136.6,137.39,135.62,1370098,,,,,,,,,,,,
1/19/22,135.65,136.94,138.4,135.5,1039764,,,,,,,,,,,,
1/20/22,133.51,136.51,137.91,133.14,1096528,,,,,,,,,,,,
1/21/22,130.09,133.01,134.76,130,2095961,,,,,,,,,,,,
1/24/22,130.37,126.03,130.78,124.64,2764602,,,,,,,,,,,,
1/25/22,126.74,128.44,129.34,126.38,1800430,,,,,,,,,,,,
1/26/22,129.24,130.59,132.81,127.15,1981544,,,,,,,,,,,,
1/27/22,129.12,131.36,132.61,128.95,1514251,,,,,,,,,,,,
1/28/22,133.29,130,133.37,128.69,1525878,,,,,,,,,,,,
1/31/22,135.7,134.2,135.84,132.27,1702778,,,,,,,,,,,,
2/1/22,137.88,137.84,138.2,134.57,2560160,,,,,,,,,,,,
2/2/22,148.04,151.86,152.1,145.56,4487538,,,,,,,,,,,,
2/3/22,142.65,145.3,149.12,142.21,2846507,,,,,,,,,,,,
2/4/22,143.02,143.02,144.54,139.82,2461220,,,,,,,,,,,,
2/7/22,138.94,143.71,143.85,138.7,2230537,,,,,,,,,,,,
2/8/22,139.21,138.99,139.84,136.87,1712752,,,,,,,,,,,,
2/9/22,141.45,140.85,142.18,140.38,1431358,,,,,,,,,,,,
2/10/22,138.6,139.5,141.43,138.05,1650885,,,,,,,,,,,,
2/11/22,134.13,138.75,139.28,133.29,1940440,,,,,,,,,,,,
2/14/22,135.3,133.37,136.17,133.3,1339640,,,,,,,,,,,,
2/15/22,136.43,137.47,137.9,135.54,1328878,,,,,,,,,,,,
2/16/22,137.49,136.43,137.95,134.82,1280483,,,,,,,,,,,,
2/17/22,132.31,136.15,136.84,132.2,1548406,,,,,,,,,,,,
2/18/22,130.47,133.04,133.82,130.31,1592930,,,,,,,,,,,,
2/22/22,129.4,129.99,131.9,127.74,1945329,,,,,,,,,,,,
2/23/22,127.59,131.08,131.75,127.5,1321564,,,,,,,,,,,,
2/24/22,132.67,125,133.04,124.76,2158254,,,,,,,,,,,,
2/25/22,134.52,133.53,135.39,131.77,1311793,,,,,,,,,,,,
2/28/22,134.89,133.28,135.64,132.83,1483784,,,,,,,,,,,,
3/1/22,134.17,134.48,136.11,133.38,1231996,,,,,,,,,,,,
3/2/22,134.75,134.61,135.62,133.43,1198337,,,,,,,,,,,,
3/3/22,134.31,135.98,136.71,133.43,988965,,,,,,,,,,,,
3/4/22,132.12,133.38,134.2,130.41,1223612,,,,,,,,,,,,
3/7/22,126.46,131.9,131.9,126.41,1958895,,,,,,,,,,,,
3/8/22,127.28,126.25,131.25,125.86,1762478,,,,,,,,,,,,
3/9/22,133.87,131.4,134.2,130.09,1593917,,,,,,,,,,,,
3/10/22,132.68,131.46,133.54,131.4,1213260,,,,,,,,,,,,
3/11/22,130.48,134,134.2,130.3,1329990,,,,,,,,,,,,
3/14/22,126.74,130.57,131.03,126.41,1512693,,,,,,,,,,,,
3/15/22,129.66,127.74,130.52,126.57,1514630,,,,,,,,,,,,
3/16/22,133.69,131,133.77,129.2,1602910,,,,,,,,,,,,
3/17/22,134.6,133.32,134.74,132.72,1199719,,,,,,,,,,,,
3/18/22,136.8,133.88,136.91,132.93,2294985,,,,,,,,,,,,
3/21/22,136.48,136.85,137.58,134.61,1331623,,,,,,,,,,,,
3/22/22,140.28,136.5,141.5,136.5,1488843,,,,,,,,,,,,
3/23/22,138.5,139.14,140.03,138.17,1265116,,,,,,,,,,,,
3/24/22,141.31,139.27,141.4,138.04,1027236,,,,,,,,,,,,
3/25/22,141.52,141.75,141.96,139.7,964454,,,,,,,,,,,,
3/28/22,141.95,140.68,141.98,139.83,1188654,,,,,,,,,,,,
3/29/22,143.25,143.16,144.16,142.48,1433921,,,,,,,,,,,,
3/30/22,142.64,142.87,143.48,142.17,1052319,,,,,,,,,,,,
3/31/22,139.65,142.45,142.64,139.62,1475816,,,,,,,,,,,,
4/1/22,140.7,140.01,140.95,138.8,1174001,,,,,,,,,,,,
4/4/22,143.64,140.82,144.04,140.82,954245,,,,,,,,,,,,
4/5/22,141.06,143.4,143.59,140.94,962778,,,,,,,,,,,,
4/6/22,137.18,139.16,139.85,136.42,1178730,,,,,,,,,,,,
4/7/22,136.47,136.62,137.7,134.86,972427,,,,,,,,,,,,
4/8/22,134.01,136.25,136.25,133.75,821724,,,,,,,,,,,,
4/11/22,129.8,132.9,132.94,129.62,1209367,,,,,,,,,,,,
4/12/22,128.37,132.42,132.42,127.58,1150161,,,,,,,,,,,,
4/13/22,130.29,128.63,130.66,128.44,977148,,,,,,,,,,,,
4/14/22,127.25,130.65,130.71,127.11,1174168,,,,,,,,,,,,
4/18/22,127.96,127.41,128.71,126.58,745860,,,,,,,,,,,,
4/19/22,130.53,128.08,130.9,127.45,1135965,,,,,,,,,,,,
4/20/22,128.25,131.28,131.92,127.89,1130469,,,,,,,,,,,,
4/21/22,124.94,129.35,130.31,124.65,1507877,,,,,,,,,,,,
4/22/22,119.61,125,125.45,119.14,2320515,,,,,,,,,,,,
4/25/22,123.25,119.43,123.28,118.77,1726090,,,,,,,,,,,,
4/26/22,119.51,122.75,122.75,119.16,2469652,,,,,,,,,,,,
4/27/22,115.02,114.37,117.5,113.12,3111906,,,,,,,,,,,,
4/28/22,119.41,117.12,120.44,115.14,1839547,,,,,,,,,,,,
4/29/22,114.97,117.58,118.96,114.69,1684655,,,,,,,,,,,,
5/2/22,117.16,113.91,117.34,113.4,1513982,,,,,,,,,,,,
5/3/22,118.13,116.77,119.3,116.63,1060787,,,,,,,,,,,,
5/4/22,122.58,118,123.14,115.74,1661573,,,,,,,,,,,,
5/5/22,116.75,120.22,121.23,115.18,2154452,,,,,,,,,,,,
5/6/22,115.66,115.52,117.5,114.14,1765474,,,,,,,,,,,,
5/9/22,113.08,113.3,115.56,112.55,1726048,,,,,,,,,,,,
5/10/22,114.58,116.04,116.69,113.38,1557889,,,,,,,,,,,,
5/11/22,113.96,113.71,116.67,113.65,1825082,,,,,,,,,,,,
5/12/22,113.16,111.94,114.86,110.11,2073244,,,,,,,,,,,,
5/13/22,116.52,114.85,118.09,114,1486878,,,,,,,,,,,,
5/16/22,114.79,115.38,116.61,114.34,1164119,,,,,,,,,,,,
5/17/22,116.7,117.23,117.23,115.34,1078804,,,,,,,,,,,,
5/18/22,112.4,115.24,115.7,112.14,1399138,,,,,,,,,,,,
5/19/22,110.75,111.84,113.59,110.47,1459587,,,,,,,,,,,,
5/20/22,109.31,112.09,112.55,106.37,1879301,,,,,,,,,,,,
5/23/22,111.67,110.1,112.01,109.15,1577911,,,,,,,,,,,,
5/24/22,105.93,106.38,106.4,102.21,3019319,,,,,,,,,,,,
5/25/22,105.84,105.14,106.54,104.21,1894967,,,,,,,,,,,,
5/26/22,108.3,106.05,108.96,105.49,1514374,,,,,,,,,,,,
5/27/22,112.8,109.79,112.87,109.55,1496221,,,,,,,,,,,,
5/31/22,114.04,113.08,116.43,112.57,2565096,,,,,,,,,,,,
6/1/22,114.14,114.93,117.4,113.55,1431464,,,,,,,,,,,,
6/2/22,117.75,114.19,117.9,113.31,1374770,,,,,,,,,,,,
6/3/22,114.56,115.99,116.36,113.67,1247604,,,,,,,,,,,,
6/6/22,117.01,116.74,119.4,116.53,1189336,,,,,,,,,,,,
6/7/22,117.23,115.65,117.75,115.13,1320677,,,,,,,,,,,,
6/8/22,117.24,116.88,118.65,116.7,1127213,,,,,,,,,,,,
6/9/22,114.92,116.34,118.35,114.87,1157080,,,,,,,,,,,,
6/10/22,111.43,112.78,113.5,110.86,1567487,,,,,,,,,,,,
6/13/22,106.88,107.45,109.22,106.59,1837810,,,,,,,,,,,,
6/14/22,107.19,106.89,108.46,106.35,1274047,,,,,,,,,,,,
6/15/22,110.39,108.9,112.06,108.12,1659601,,,,,,,,,,,,
6/16/22,106.64,108.15,109.29,105.79,1765662,,,,,,,,,,,,
6/17/22,107.87,106.54,109.25,105.63,2175833,,,,,,,,,,,,
6/21/22,112.02,109.7,112.67,109.29,1950514,,,,,,,,,,,,
6/22/22,112.03,111.16,113.77,110.72,1196086,,,,,,,,,,,,
6/23/22,112.68,112.95,113.2,111.03,1235486,,,,,,,,,,,,
6/24/22,118.54,113.6,118.64,113.6,1956138,,,,,,,,,,,,
6/27/22,116.62,118.94,119.25,116,1641965,,,,,,,,,,,,
6/28/22,112.57,116.35,117.86,112.44,1415811,,,,,,,,,,,,
6/29/22,112.26,112.15,113.66,111.55,931393,,,,,,,,,,,,
6/30/22,109.37,110.5,111.33,107.31,1902302,,,,,,,,,,,,
7/1/22,109.08,108.34,109.81,107.11,1551394,,,,,,,,,,,,
7/5/22,113.89,107.51,114.05,106.25,1821469,,,,,,,,,,,,
7/6/22,115.21,114.09,116.35,112.25,1442634,,,,,,,,,,,,
7/7/22,119.31,116.01,119.86,115.53,1609197,,,,,,,,,,,,
7/8/22,120.17,117.55,120.44,117.51,1454110,,,,,,,,,,,,
7/11/22,116.52,118.65,118.79,116.23,1341523,,,,,,,,,,,,
7/12/22,114.85,116.84,117.85,114.62,1248508,,,,,,,,,,,,
7/13/22,112.19,112.64,115.16,111.82,1947943,,,,,,,,,,,,
7/14/22,111.44,110.83,111.99,109.33,1618277,,,,,,,,,,,,
7/15/22,112.77,112.96,114,111.82,1716538,,,,,,,,,,,,
7/18/22,109.91,113.44,114.8,109.3,33353985,,,,,,,,,,,,
7/19/22,114.62,111.73,114.81,110.5,30992331,,,,,,,,,,,,
7/20/22,114.7,114.06,116.33,113.26,26780088,,,,,,,,,,,,
7/21/22,115.04,115.09,115.21,111.91,27267848,,,,,,,,,,,,
7/22/22,108.36,111.81,113.18,107.6,44455304,,,,,,,,,,,,
7/25/22,108.21,108.88,110.58,107.01,28289942,,,,,,,,,,,,
7/26/22,105.44,107.43,107.74,104.76,36626630,,,,,,,,,,,,
7/27/22,113.6,109.6,114.4,108.42,41474618,,,,,,,,,,,,
7/28/22,114.59,112.8,114.7,111.85,23303844,,,,,,,,,,,,
7/29/22,116.64,113.4,116.9,113.23,31336183,,,,,,,,,,,,
8/1/22,115.48,115.53,117.12,114.69,22856202,,,,,,,,,,,,
8/2/22,115.9,114.43,117.08,114.26,17911039,,,,,,,,,,,,
8/3/22,118.78,116.34,119.42,116.15,25302816,,,,,,,,,,,,
8/4/22,118.87,118.3,119.5,117.71,15757698,,,,,,,,,,,,
8/5/22,118.22,116.93,118.86,116.71,15615663,,,,,,,,,,,,
8/8/22,118.14,119.12,120.86,117.83,17061112,,,,,,,,,,,,
8/9/22,117.5,117.99,118.2,116.56,15424257,,,,,,,,,,,,
8/10/22,120.65,119.59,121.78,119.36,20497021,,,,,,,,,,,,
8/11/22,119.82,122.08,122.34,119.55,16671627,,,,,,,,,,,,
8/12/22,122.65,121.16,122.65,120.4,16121087,,,,,,,,,,,,
8/15/22,122.88,122.21,123.26,121.57,15524951,,,,,,,,,,,,
8/16/22,122.51,122.32,123.23,121.54,15626171,,,,,,,,,,,,
8/17/22,120.32,120.93,122.15,120.2,17589157,,,,,,,,,,,,
8/18/22,120.86,120.23,121.69,119.55,15652029,,,,,,,,,,,,
8/19/22,118.12,119.87,120,117.67,20186983,,,,,,,,,,,,
8/22/22,115.07,116.1,116.5,114.67,19316024,,,,,,,,,,,,
8/23/22,114.77,114.32,115.93,114.3,14390691,,,,,,,,,,,,
8/24/22,114.7,114.45,115.72,113.78,16051174,,,,,,,,,,,,
8/25/22,117.7,115.15,117.78,115.05,14874666,,,,,,,,,,,,
8/26/22,111.3,115.81,116.6,111.22,31698668,,,,,,,,,,,,
8/29/22,110.34,110.78,111.96,109.81,20386142,,,,,,,,,,,,
8/30/22,109.91,111.03,111.37,108.8,20548202,,,,,,,,,,,,
8/31/22,109.15,111.63,111.77,109.05,25897978,,,,,,,,,,,,
9/1/22,110.55,109.2,111.22,108.19,22784385,,,,,,,,,,,,
9/2/22,108.68,111.34,111.68,108.13,20618080,,,,,,,,,,,,
9/6/22,107.48,108.14,108.88,106.51,20565050,,,,,,,,,,,,
9/7/22,110.48,107.76,110.99,107.62,22987178,,,,,,,,,,,,
9/8/22,109.42,109.18,110.58,108.06,21660654,,,,,,,,,,,,
9/9/22,111.78,110.05,112,110,21745034,,,,,,,,,,,,
9/12/22,111.87,111.99,112.64,110.93,19732905,,,,,,,,,,,,
9/13/22,105.31,108.89,109.37,105,33014991,,,,,,,,,,,,
9/14/22,105.87,105.44,106.1,104.5,22115805,,,,,,,,,,,,
9/15/22,103.9,105.01,106.21,103.31,26494933,,,,,,,,,,,,
9/16/22,103.63,102.97,104.03,101.86,64540115,,,,,,,,,,,,
9/19/22,103.85,102.54,104.02,102.37,19738603,,,,,,,,,,,,
9/20/22,101.83,102.88,103.17,101.12,24001668,,,,,,,,,,,,
9/21/22,100.01,102.24,103.49,99.99,26596757,,,,,,,,,,,,
9/22/22,100.57,99.45,101.68,99.41,21272675,,,,,,,,,,,,
9/23/22,99.17,100.06,100.11,98.01,25656959,,,,,,,,,,,,
9/26/22,98.81,98.61,100.44,98.38,22437938,,,,,,,,,,,,
9/27/22,98.09,99.91,100.46,97.34,24224988,,,,,,,,,,,,
9/28/22,100.74,98.02,101.4,97.8,24616999,,,,,,,,,,,,
9/29/22,98.09,99.3,99.3,96.52,21921520,,,,,,,,,,,,
9/30/22,96.15,97.73,99.49,96.03,26277832,,,,,,,,,,,,
10/3/22,99.3,97.22,99.97,97.02,24840028,,,,,,,,,,,,
10/4/22,102.41,101.04,102.72,101.04,22580931,,,,,,,,,,,,
10/5/22,102.22,100.69,102.74,99.74,18475515,,,,,,,,,,,,
10/6/22,102.24,101.5,103.73,101.5,17156240,,,,,,,,,,,,
10/7/22,99.57,100.65,101.42,99.21,24249910,,,,,,,,,,,,
10/10/22,98.71,99.85,99.99,97.87,16529897,,,,,,,,,,,,
10/11/22,98.05,98.25,100.12,97.25,21617727,,,,,,,,,,,,
10/12/22,98.3,98.27,99.65,97.67,17343431,,,,,,,,,,,,
10/13/22,99.71,95.93,100.53,95.27,32812220,,,,,,,,,,,,
10/14/22,97.18,100.63,101.29,97.03,22624832,,,,,,,,,,,,
10/17/22,100.78,99.52,101.77,99.51,23311604,,,,,,,,,,,,
10/18/22,101.39,103.94,104.22,100.65,21610541,,,,,,,,,,,,
10/19/22,100.29,100.7,101.66,99.64,21573686,,,,,,,,,,,,
10/20/22,100.53,100.82,103,99.97,25125082,,,,,,,,,,,,
10/21/22,101.48,98.46,101.62,98.23,28988727,,,,,,,,,,,,
10/24/22,102.97,102.09,103.1,100.3,24680831,,,,,,,,,,,,
10/25/22,104.93,103.3,105.1,103.02,29910170,,,,,,,,,,,,
10/26/22,94.82,96.76,98.54,94.57,71671814,,,,,,,,,,,,
10/27/22,92.6,94.31,95.17,91.9,54036485,,,,,,,,,,,,
10/28/22,96.58,92.53,96.86,92.32,35696925,,,,,,,,,,,,
10/31/22,94.66,95.78,96.35,94.38,29868714,,,,,,,,,,,,
11/1/22,90.5,95.59,96.17,90.43,43220599,,,,,,,,,,,,
11/2/22,87.07,90.91,91.3,87.01,43553551,,,,,,,,,,,,
11/3/22,83.49,86.35,86.55,83.45,48510364,,,,,,,,,,,,
11/4/22,86.7,85.51,86.73,83.88,40173284,,,,,,,,,,,,
11/7/22,88.65,87.34,88.94,86.96,26899879,,,,,,,,,,,,
11/8/22,88.91,89.16,90.41,87.65,30172001,,,,,,,,,,,,
11/9/22,87.4,88.55,89.49,87.36,26743883,,,,,,,,,,,,
11/10/22,94.17,92.34,94.55,91.65,42371216,,,,,,,,,,,,
11/11/22,96.73,94.71,97.36,94.16,30569112,,,,,,,,,,,,
11/14/22,96.03,95.5,97.18,95.11,24170076,,,,,,,,,,,,
11/15/22,98.72,98.67,100.42,97.02,31830969,,,,,,,,,,,,
11/16/22,98.99,98.02,99.85,97.9,24660195,,,,,,,,,,,,
11/17/22,98.5,97.18,99.48,97.1,21818732,,,,,,,,,,,,
11/18/22,97.8,99.01,99.16,96.74,24969880,,,,,,,,,,,,
11/21/22,95.83,97.56,98.72,95.67,18696874,,,,,,,,,,,,
11/22/22,97.33,96.16,97.55,94.41,18868850,,,,,,,,,,,,
11/23/22,98.82,97.34,99.07,97.34,17568859,,,,,,,,,,,,
11/25/22,97.6,98.47,98.94,97.53,8567819,,,,,,,,,,,,
11/28/22,96.25,97.2,97.83,95.89,19981974,,,,,,,,,,,,
11/29/22,95.44,96,96.39,94.39,20220007,,,,,,,,,,,,
11/30/22,101.45,95.12,101.45,94.67,39888074,,,,,,,,,,,,
